"WAP1","WAP2","WAP3","WAP4","WAP5","WAP6","WAP7","WAP8","WAP9","WAP10","WAP11","WAP12","WAP13","WAP14","WAP15","WAP16","WAP17","WAP18","WAP19","WAP20","WAP21","WAP22","WAP23","WAP24","WAP25","WAP26","WAP27","WAP28","WAP29","WAP30","WAP31","WAP32","WAP33","WAP34","WAP35","WAP36","WAP37","WAP38","WAP39","WAP40","WAP41","WAP42","WAP43","WAP44","WAP45","WAP46","WAP47","WAP48","WAP49","WAP50","WAP51","WAP52","WAP53","WAP54","WAP55","WAP56","WAP57","WAP58","WAP59","WAP60","WAP61","WAP62","WAP63","WAP64","WAP65","WAP66","WAP67","WAP68","WAP69","WAP70","WAP71","WAP72","WAP73","WAP74","WAP75","WAP76","WAP77","WAP78","WAP79","WAP80","WAP81","WAP82","WAP83","WAP84","WAP85","WAP86","WAP87","WAP88","WAP89","WAP90","WAP91","WAP92","WAP93","WAP94","WAP95","WAP96","WAP97","WAP98","WAP99","WAP100","WAP101","WAP102","WAP103","WAP104","WAP105","WAP106","WAP107","WAP108","WAP109","WAP110","WAP111","WAP112","WAP113","WAP114","WAP115","WAP116","WAP117","WAP118","WAP119","WAP120","WAP121","WAP122","WAP123","WAP124","WAP125","WAP126","WAP127","WAP128","WAP129","WAP130","WAP131","WAP132","WAP133","WAP134","WAP135","WAP136","WAP137","WAP138","WAP139","WAP140","WAP141","WAP142","WAP143","WAP144","WAP145","WAP146","WAP147","WAP148","WAP149","WAP150","WAP151","WAP152","WAP153","WAP154","WAP155","WAP156","WAP157","WAP158","WAP159","WAP160","WAP161","WAP162","WAP163","WAP164","WAP165","WAP166","WAP167","WAP168","LONGITUDE","LATITUDE","FLOOR","BUILDINGID","SPACEID","RELATIVEPOSITION","USERID","PHONEID","TIMESTAMP"
100,100,100,100,-86,100,-61,100,100,100,100,100,100,100,-90,100,100,100,100,100,-79,-80,-88,-87,100,100,100,100,-89,-90,100,100,100,100,100,100,-53,-53,-58,-65,100,100,-81,-81,-73,100,-73,100,100,100,100,100,100,100,-88,-89,100,100,100,100,100,-88,-88,100,100,100,100,-67,-67,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,100,100,100,100,100,-88,100,-88,100,100,100,100,100,100,-74,-74,-89,-88,100,100,100,100,100,-80,-86,-86,100,100,100,100,100,-83,-84,-86,-86,-64,-64,-78,-77,100,100,100,100,100,100,100,100,100,100,100,-75,-78,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,2.39,6.81,0,0,10,0,1,0,1475597398
100,100,100,100,-83,100,-69,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,-86,-86,100,100,100,100,-85,-86,100,100,100,100,100,100,-61,-61,-71,-65,100,100,-67,-67,-71,100,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,-59,-59,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,100,100,100,100,100,-89,100,-90,100,100,100,100,100,100,-75,-75,-84,-85,100,100,100,100,-85,-85,-89,-88,100,100,100,100,100,-74,-74,-83,-85,-73,-73,-83,-84,100,100,100,100,100,100,100,100,100,100,100,-61,-58,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,2.39,10.315,0,0,14,0,1,0,1475597419
100,100,100,100,-85,100,-68,100,100,100,100,100,100,100,-81,100,100,100,100,100,-75,-75,-87,-87,100,100,-77,100,-86,-86,100,100,100,100,100,100,-62,-62,-66,-68,100,100,-69,-69,-71,100,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,-57,-57,-66,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,-85,-85,100,100,100,100,100,-89,100,-88,100,100,100,100,100,100,-77,-77,-83,-82,100,100,100,100,-85,-85,-86,-87,100,100,100,100,100,-77,-77,-83,-85,-72,-72,-81,-84,100,100,100,100,100,100,100,100,100,100,100,-63,-64,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,2.39,10.315,0,0,14,0,1,0,1475597423
100,100,100,100,-85,100,-67,100,100,100,100,100,100,100,-89,100,100,100,100,100,-79,-79,-86,-86,100,100,-77,100,-86,-85,100,100,100,100,100,100,-63,-64,-61,-67,100,100,-61,-62,-75,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-60,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,-86,-86,100,100,100,100,100,-89,100,-88,100,100,100,100,100,100,-74,-74,-86,-86,100,100,100,100,100,100,-86,-86,100,100,100,100,100,-77,-77,-86,-87,-74,-72,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-69,-60,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,2.39,10.315,0,0,14,0,1,0,1475597427
-87,100,100,100,-88,100,-67,100,100,100,100,100,100,100,-89,100,100,100,100,100,-79,-79,-82,-82,100,100,100,100,-89,-89,100,100,100,100,100,100,-54,-54,-65,-67,100,100,-73,-74,-70,100,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-60,-59,-60,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,-87,-86,100,100,100,100,100,-89,100,-88,100,100,100,100,100,100,-72,-74,-89,-89,100,100,100,100,100,100,-88,-88,-85,-86,100,100,100,100,100,-84,-87,-69,-69,-80,-79,100,100,100,100,100,100,100,100,100,100,100,-69,-67,100,100,-74,100,100,100,100,100,100,100,100,100,-88,100,2.39,10.315,0,0,14,0,1,0,1475597431
100,100,100,100,-87,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,100,100,-83,100,-86,-85,-88,-90,100,100,100,100,-69,-79,-65,-67,100,100,-69,100,-67,100,-66,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,-63,-63,-56,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-81,-89,-88,100,100,100,100,100,-87,100,-86,100,100,100,100,100,100,-72,-71,-84,-84,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-75,-84,-84,-78,-78,-87,-87,100,100,100,100,100,100,100,100,100,100,100,-60,-54,100,100,-70,100,100,100,100,100,100,100,100,100,100,-90,1.4,11.45,0,0,15,0,1,0,1475597451
100,100,100,100,-87,100,-76,100,100,100,100,100,100,100,-89,100,100,100,100,100,-79,-80,-86,-81,100,100,-83,100,-88,-89,-88,-90,100,100,100,100,-74,-74,-62,-65,100,100,-72,-72,-71,100,-71,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,-56,-56,-62,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-81,-75,-88,100,100,100,100,100,-87,100,-86,100,100,100,100,100,100,-72,-71,-86,-86,100,100,100,100,-84,100,100,100,-85,-84,100,100,100,-72,-72,-81,-81,-78,-78,-86,-88,100,100,100,100,100,100,100,100,100,100,100,-63,-53,100,100,-67,100,100,100,100,100,100,100,100,100,100,-90,1.4,11.45,0,0,15,0,1,0,1475597454
100,100,100,100,100,100,-76,100,100,100,100,100,100,100,-83,100,100,100,100,100,-79,-71,-86,-86,100,100,-78,100,-86,-86,100,100,100,100,100,100,-70,-74,-65,-77,100,100,-70,-70,-67,100,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-88,100,100,100,100,-69,-69,-57,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-84,-85,100,100,100,100,100,-87,100,-87,100,100,100,100,100,100,-77,100,-86,-86,100,100,100,100,100,100,100,100,-85,-84,100,100,100,-72,-72,-77,-77,-75,-78,-86,-88,100,100,100,100,100,100,100,100,100,100,100,-62,-54,100,100,-63,100,100,100,100,100,100,100,100,100,100,100,1.4,11.45,0,0,15,0,1,0,1475597458
100,100,100,100,100,100,-69,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,-71,-86,-86,100,100,-78,100,-86,-85,100,100,100,100,100,100,-70,-70,-66,-69,100,100,-66,-66,-76,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-84,100,100,100,100,-53,-54,-57,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-71,-88,100,100,100,100,100,-90,100,-89,100,100,100,100,100,100,-77,100,-84,-84,100,100,-84,-88,100,100,-89,-87,100,100,100,100,100,-74,-73,-77,-85,-77,-77,100,-85,100,100,100,100,100,100,100,100,100,100,100,-67,-58,100,100,-61,100,100,100,100,100,100,100,100,100,-90,100,1.4,11.45,0,0,15,0,1,0,1475597462
100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-83,100,100,100,100,100,-75,-76,-88,-87,100,100,100,100,-84,-84,100,100,100,100,100,100,-75,-75,-79,-79,100,100,-59,-59,-59,100,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,-76,-76,100,100,100,100,100,-79,100,-80,100,100,100,100,100,100,-80,-79,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-69,-79,-78,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-62,100,100,-84,100,-90,100,100,100,100,100,100,100,100,100,1.4,14.875,0,0,19,0,1,0,1475597482
100,100,100,100,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,-76,-76,-88,-87,100,100,-79,-79,-80,-79,100,100,100,100,100,100,-73,-73,-73,-74,100,100,-64,-64,-63,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-71,-57,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,-80,-80,100,100,100,100,100,-84,100,-84,100,100,100,100,100,-89,-82,-79,-86,-85,100,100,100,100,100,100,-88,-89,100,100,100,100,100,-64,-70,-79,-80,-81,-82,-87,-86,100,100,100,100,100,100,100,100,100,100,100,-70,-55,100,100,-85,100,-90,100,100,100,100,100,100,100,100,100,1.4,14.875,0,0,19,0,1,0,1475597486
